objid,sample,asset_id,gz2_class,category,category_encoded
5.88e+17,original,452,Sc?t(i),Tight_spiral,2
5.88e+17,original,453,Sc?t(i),Tight_spiral,2
5.88e+17,original,454,Sc?t,Tight_spiral,2
5.88e+17,original,455,Er(o),Round_elliptical,1
5.88e+17,original,456,Er(o),Round_elliptical,1
5.88e+17,original,457,Sc?t,Tight_spiral,2
5.88e+17,original,464,Er,Round_elliptical,1
5.88e+17,original,465,Er,Round_elliptical,1
5.88e+17,original,466,Er,Round_elliptical,1
5.88e+17,original,468,Er,Round_elliptical,1
5.88e+17,original,469,Sc?t,Tight_spiral,2
5.88e+17,original,498,Ec,Cigar_elliptical,0
5.88e+17,original,499,Ec,Cigar_elliptical,0
5.88e+17,original,500,Ec,Cigar_elliptical,0
5.88e+17,original,501,Ec,Cigar_elliptical,0
5.88e+17,original,502,Er,Round_elliptical,1
5.88e+17,original,503,Er,Round_elliptical,1
5.88e+17,original,504,Er,Round_elliptical,1
5.88e+17,original,505,Er,Round_elliptical,1
5.88e+17,original,506,Er,Round_elliptical,1
5.88e+17,original,507,Er,Round_elliptical,1
5.88e+17,original,508,Er,Round_elliptical,1
5.88e+17,original,509,Er,Round_elliptical,1
5.88e+17,original,518,Sc?t,Tight_spiral,2
5.88e+17,original,521,Er,Round_elliptical,1
5.88e+17,original,522,Er,Round_elliptical,1
5.88e+17,original,523,Er,Round_elliptical,1
5.88e+17,original,524,Sc?t,Tight_spiral,2
5.88e+17,original,525,Sc?t,Tight_spiral,2
5.88e+17,original,532,Er(r),Round_elliptical,1
5.88e+17,original,537,Er,Round_elliptical,1
5.88e+17,original,538,Er,Round_elliptical,1
5.88e+17,original,539,Er,Round_elliptical,1
5.88e+17,original,540,Er,Round_elliptical,1
5.88e+17,original,541,Er,Round_elliptical,1
5.88e+17,original,542,Er,Round_elliptical,1
5.88e+17,original,549,Sc?t,Tight_spiral,2
5.88e+17,original,555,Er,Round_elliptical,1
5.88e+17,original,556,Er,Round_elliptical,1
5.88e+17,original,558,Er,Round_elliptical,1
5.88e+17,original,563,Ec,Cigar_elliptical,0
5.88e+17,original,568,Er,Round_elliptical,1
5.88e+17,original,569,Er,Round_elliptical,1
5.88e+17,original,575,Er,Round_elliptical,1
5.88e+17,original,576,Er,Round_elliptical,1
5.88e+17,original,577,Er,Round_elliptical,1
5.88e+17,original,579,Er,Round_elliptical,1
5.88e+17,original,580,Er,Round_elliptical,1
5.88e+17,original,586,Er,Round_elliptical,1
5.88e+17,original,594,Er,Round_elliptical,1
5.88e+17,original,599,Sc?t,Tight_spiral,2
5.88e+17,original,600,Sc?t,Tight_spiral,2
5.88e+17,original,606,Er,Round_elliptical,1
5.88e+17,original,607,Er,Round_elliptical,1
5.88e+17,original,608,Er,Round_elliptical,1
5.88e+17,original,610,Er,Round_elliptical,1
5.88e+17,original,614,Er,Round_elliptical,1
5.88e+17,original,616,Er(o),Round_elliptical,1
5.88e+17,original,617,Er(o),Round_elliptical,1
5.88e+17,original,618,Er(o),Round_elliptical,1
5.88e+17,original,619,Er(o),Round_elliptical,1
5.88e+17,original,620,Er(o),Round_elliptical,1
5.88e+17,original,621,Er(o),Round_elliptical,1
5.88e+17,original,625,Sc?t,Tight_spiral,2
5.88e+17,original,626,Sc?t,Tight_spiral,2
5.88e+17,original,646,Sc?t,Tight_spiral,2
5.88e+17,original,647,Er,Round_elliptical,1
5.88e+17,original,648,Er,Round_elliptical,1
5.88e+17,original,649,Er,Round_elliptical,1
5.88e+17,original,650,Er,Round_elliptical,1
5.88e+17,original,655,Er,Round_elliptical,1
5.88e+17,original,658,Er,Round_elliptical,1
5.88e+17,original,663,Er,Round_elliptical,1
5.88e+17,original,668,Sc?t,Tight_spiral,2
5.88e+17,original,679,Er,Round_elliptical,1
5.88e+17,original,680,Er,Round_elliptical,1
5.88e+17,original,681,Er,Round_elliptical,1
5.88e+17,original,682,Er,Round_elliptical,1
5.88e+17,original,683,Er,Round_elliptical,1
5.88e+17,original,685,Ec,Cigar_elliptical,0
5.88e+17,original,686,Ec,Cigar_elliptical,0
5.88e+17,original,690,Sc?t,Tight_spiral,2
5.88e+17,original,694,Er,Round_elliptical,1
5.88e+17,original,695,Er,Round_elliptical,1
5.88e+17,original,696,Er,Round_elliptical,1
5.88e+17,original,699,Sc?t,Tight_spiral,2
5.88e+17,original,700,Sc?t,Tight_spiral,2
5.88e+17,original,702,Sc?t,Tight_spiral,2
5.88e+17,original,704,Sc?t,Tight_spiral,2
5.88e+17,original,709,Er,Round_elliptical,1
5.88e+17,original,715,Ec,Cigar_elliptical,0
5.88e+17,original,716,Ec,Cigar_elliptical,0
5.88e+17,original,717,Er(o),Round_elliptical,1
5.88e+17,original,720,Er,Round_elliptical,1
5.88e+17,original,721,Er,Round_elliptical,1
5.88e+17,original,722,Er,Round_elliptical,1
5.88e+17,original,723,Er,Round_elliptical,1
5.88e+17,original,724,Er,Round_elliptical,1
5.88e+17,original,725,Er,Round_elliptical,1
5.88e+17,original,734,Er,Round_elliptical,1
5.88e+17,original,735,Er,Round_elliptical,1
5.88e+17,original,744,Sc?t(r),Tight_spiral,2
5.88e+17,original,751,Er,Round_elliptical,1
5.88e+17,original,752,Er,Round_elliptical,1
5.88e+17,original,756,Ec,Cigar_elliptical,0
5.88e+17,original,758,Er,Round_elliptical,1
5.88e+17,original,759,Er,Round_elliptical,1
5.88e+17,original,760,Er,Round_elliptical,1
5.88e+17,original,762,Er,Round_elliptical,1
5.88e+17,original,763,Er,Round_elliptical,1
5.88e+17,original,764,Er,Round_elliptical,1
5.88e+17,original,774,Er,Round_elliptical,1
5.88e+17,original,775,Er,Round_elliptical,1
5.88e+17,original,781,Sc?t,Tight_spiral,2
5.88e+17,original,782,Sc?t,Tight_spiral,2
5.88e+17,original,783,Sc?t,Tight_spiral,2
5.88e+17,original,807,Er(i),Round_elliptical,1
5.88e+17,original,817,Er,Round_elliptical,1
5.88e+17,original,818,Er,Round_elliptical,1
5.88e+17,original,820,Er,Round_elliptical,1
5.88e+17,original,821,Er,Round_elliptical,1
5.88e+17,original,822,Er,Round_elliptical,1
5.88e+17,original,828,Sc?t,Tight_spiral,2
5.88e+17,original,829,Sc?t,Tight_spiral,2
5.88e+17,original,830,Ec,Cigar_elliptical,0
5.88e+17,original,831,Ec,Cigar_elliptical,0
5.88e+17,original,853,Er,Round_elliptical,1
5.88e+17,original,857,Er,Round_elliptical,1
5.88e+17,original,862,Sc?t,Tight_spiral,2
5.88e+17,original,863,Sc?t,Tight_spiral,2
5.88e+17,original,864,Sc?t,Tight_spiral,2
5.88e+17,original,865,Sc?t,Tight_spiral,2
5.88e+17,original,881,Er,Round_elliptical,1
5.88e+17,original,882,Er,Round_elliptical,1
5.88e+17,original,885,Sc?t,Tight_spiral,2
5.88e+17,original,886,Er,Round_elliptical,1
5.88e+17,original,889,Er,Round_elliptical,1
5.88e+17,original,910,Er,Round_elliptical,1
5.88e+17,original,911,Er,Round_elliptical,1
5.88e+17,original,912,Er,Round_elliptical,1
5.88e+17,original,923,Sc?t,Tight_spiral,2
5.88e+17,original,924,Sc?t,Tight_spiral,2
5.88e+17,original,925,Sc?t,Tight_spiral,2
5.88e+17,original,926,Sc?t,Tight_spiral,2
5.88e+17,original,927,Sc?t,Tight_spiral,2
5.88e+17,original,929,Er(o),Round_elliptical,1
5.88e+17,original,930,Er(o),Round_elliptical,1
5.88e+17,original,931,Er(o),Round_elliptical,1
5.88e+17,original,932,Er(o),Round_elliptical,1
5.88e+17,original,933,Er(o),Round_elliptical,1
5.88e+17,original,934,Er,Round_elliptical,1
5.88e+17,original,935,Er,Round_elliptical,1
5.88e+17,original,936,Er,Round_elliptical,1
5.88e+17,original,937,Er,Round_elliptical,1
5.88e+17,original,939,Ec,Cigar_elliptical,0
5.88e+17,original,943,Er,Round_elliptical,1
5.88e+17,original,956,Er,Round_elliptical,1
5.88e+17,original,962,Er,Round_elliptical,1
5.88e+17,original,963,Sc?t,Tight_spiral,2
5.88e+17,original,964,Sc?t,Tight_spiral,2
5.88e+17,original,974,Er,Round_elliptical,1
5.88e+17,original,975,Er,Round_elliptical,1
5.88e+17,original,982,Er,Round_elliptical,1
5.88e+17,original,986,Ec,Cigar_elliptical,0
5.88e+17,original,987,Ec,Cigar_elliptical,0
5.88e+17,original,988,Ec,Cigar_elliptical,0
5.88e+17,original,989,Sc?t,Tight_spiral,2
5.88e+17,original,990,Sc?t,Tight_spiral,2
5.88e+17,original,991,Sc?t,Tight_spiral,2
5.88e+17,original,999,Er,Round_elliptical,1
5.88e+17,original,1000,Er,Round_elliptical,1
5.88e+17,original,1015,Sc?t,Tight_spiral,2
5.88e+17,original,1016,Sc?t,Tight_spiral,2
5.88e+17,original,1017,Sc?t,Tight_spiral,2
5.88e+17,original,1018,Sc?t,Tight_spiral,2
5.88e+17,original,1019,Sc?t,Tight_spiral,2
5.88e+17,original,1021,Er,Round_elliptical,1
5.88e+17,original,1022,Ec,Cigar_elliptical,0
5.88e+17,original,1023,Ec,Cigar_elliptical,0
5.88e+17,original,1029,Sc?t(i),Tight_spiral,2
5.88e+17,original,1030,Sc?t(i),Tight_spiral,2
5.88e+17,original,1040,Sc?t(d),Tight_spiral,2
5.88e+17,original,1041,Sc?t(d),Tight_spiral,2
5.88e+17,original,1042,Sc?t(d),Tight_spiral,2
5.88e+17,original,1043,Sc?t(d),Tight_spiral,2
5.88e+17,original,1044,Sc?t(d),Tight_spiral,2
5.88e+17,original,1045,Sc?t(d),Tight_spiral,2
5.88e+17,original,1046,Er,Round_elliptical,1
5.88e+17,original,1052,Sc?t,Tight_spiral,2
5.88e+17,original,1054,Ec,Cigar_elliptical,0
5.88e+17,original,1055,Er,Round_elliptical,1
5.88e+17,original,1056,Er,Round_elliptical,1
5.88e+17,original,1059,Er,Round_elliptical,1
5.88e+17,original,1075,Sc?t,Tight_spiral,2
5.88e+17,original,1077,Sc?t,Tight_spiral,2
5.88e+17,original,1078,Sc?t,Tight_spiral,2
5.88e+17,original,1079,Sc?t,Tight_spiral,2
5.88e+17,original,1080,Er,Round_elliptical,1
5.88e+17,original,1088,Er,Round_elliptical,1
5.88e+17,original,1090,Er,Round_elliptical,1
5.88e+17,original,1103,Er,Round_elliptical,1
5.88e+17,original,1118,Er,Round_elliptical,1
5.88e+17,original,1119,Er,Round_elliptical,1
5.88e+17,original,1127,Sc?t,Tight_spiral,2
5.88e+17,original,1129,Sc?t,Tight_spiral,2
5.88e+17,original,1130,Sc?t,Tight_spiral,2
5.88e+17,original,1132,Sc?t,Tight_spiral,2
5.88e+17,original,1134,Er,Round_elliptical,1
5.88e+17,original,1135,Er,Round_elliptical,1
5.88e+17,original,1150,Sc?t,Tight_spiral,2
5.88e+17,original,1151,Sc?t,Tight_spiral,2
5.88e+17,original,1181,Er,Round_elliptical,1
5.88e+17,original,1185,Er,Round_elliptical,1
5.88e+17,original,1186,Er,Round_elliptical,1
5.88e+17,original,1189,Er,Round_elliptical,1
5.88e+17,original,1195,Ec,Cigar_elliptical,0
5.88e+17,original,1196,Ec,Cigar_elliptical,0
5.88e+17,original,1197,Er,Round_elliptical,1
5.88e+17,original,1198,Er,Round_elliptical,1
5.88e+17,original,1199,Er,Round_elliptical,1
5.88e+17,original,1200,Sc?t(o),Tight_spiral,2
5.88e+17,original,1201,Sc?t(o),Tight_spiral,2
5.88e+17,original,1202,Er,Round_elliptical,1
5.88e+17,original,1203,Er,Round_elliptical,1
5.88e+17,original,1204,Er,Round_elliptical,1
5.88e+17,original,1205,Er,Round_elliptical,1
5.88e+17,original,1206,Er(r),Round_elliptical,1
5.88e+17,original,1211,Er,Round_elliptical,1
5.88e+17,original,1212,Er,Round_elliptical,1
5.88e+17,original,1213,Er,Round_elliptical,1
5.88e+17,original,1214,Er,Round_elliptical,1
5.88e+17,original,1215,Er,Round_elliptical,1
5.88e+17,original,1220,Er,Round_elliptical,1
5.88e+17,original,1221,Er,Round_elliptical,1
5.88e+17,original,1222,Er,Round_elliptical,1
5.88e+17,original,1223,Er,Round_elliptical,1
5.88e+17,original,1224,Er,Round_elliptical,1
5.88e+17,original,1225,Er,Round_elliptical,1
5.88e+17,original,1227,Er,Round_elliptical,1
5.88e+17,original,1228,Er,Round_elliptical,1
5.88e+17,original,1241,Er,Round_elliptical,1
5.88e+17,original,1242,Er,Round_elliptical,1
5.88e+17,original,1243,Sc?t,Tight_spiral,2
5.88e+17,original,1244,Sc?t,Tight_spiral,2
5.88e+17,original,1245,Sc?t,Tight_spiral,2
5.88e+17,original,1246,Sc?t,Tight_spiral,2
5.88e+17,original,1274,Er,Round_elliptical,1
5.88e+17,original,1275,Er,Round_elliptical,1
5.88e+17,original,1276,Er,Round_elliptical,1
5.88e+17,original,1277,Er,Round_elliptical,1
5.88e+17,original,1278,Er,Round_elliptical,1
5.88e+17,original,1279,Er,Round_elliptical,1
5.88e+17,original,1280,Er,Round_elliptical,1
5.88e+17,original,1301,Sc?t,Tight_spiral,2
5.88e+17,original,1302,Sc?t,Tight_spiral,2
5.88e+17,original,1306,Sc?t,Tight_spiral,2
5.88e+17,original,1307,Sc?t,Tight_spiral,2
5.88e+17,original,1308,Sc?t,Tight_spiral,2
5.88e+17,original,1309,Er(o),Round_elliptical,1
5.88e+17,original,1312,Er,Round_elliptical,1
5.88e+17,original,1313,Er,Round_elliptical,1
5.88e+17,original,1317,Er,Round_elliptical,1
5.88e+17,original,1323,Er,Round_elliptical,1
5.88e+17,original,1326,Er,Round_elliptical,1
5.88e+17,original,1332,Er,Round_elliptical,1
5.88e+17,original,1335,Er,Round_elliptical,1
5.88e+17,original,1336,Er,Round_elliptical,1
5.88e+17,original,1337,Er,Round_elliptical,1
5.88e+17,original,1338,Er,Round_elliptical,1
5.88e+17,original,1339,Sc?t,Tight_spiral,2
5.88e+17,original,1340,Sc?t,Tight_spiral,2
5.88e+17,original,1341,Sc?t,Tight_spiral,2
5.88e+17,original,1343,Er,Round_elliptical,1
5.88e+17,original,1353,Er,Round_elliptical,1
5.88e+17,original,1354,Er,Round_elliptical,1
5.88e+17,original,1355,Ec,Cigar_elliptical,0
5.88e+17,original,1356,Ec,Cigar_elliptical,0
5.88e+17,original,1357,Er(o),Round_elliptical,1
5.88e+17,original,1369,Er,Round_elliptical,1
5.88e+17,original,1371,Sc?t,Tight_spiral,2
5.88e+17,original,1372,Ec,Cigar_elliptical,0
5.88e+17,original,1397,Er,Round_elliptical,1
5.88e+17,original,1398,Er,Round_elliptical,1
5.88e+17,original,1399,Sc?t,Tight_spiral,2
5.88e+17,original,1400,Sc?t,Tight_spiral,2
5.88e+17,original,1401,Sc?t,Tight_spiral,2
5.88e+17,original,1406,Sc?t,Tight_spiral,2
5.88e+17,original,1415,Er,Round_elliptical,1
5.88e+17,original,1416,Er,Round_elliptical,1
5.88e+17,original,1430,Sc?t,Tight_spiral,2
5.88e+17,original,1431,Sc?t,Tight_spiral,2
5.88e+17,original,1432,Er,Round_elliptical,1
5.88e+17,original,1433,Er,Round_elliptical,1
5.88e+17,original,1434,Er,Round_elliptical,1
5.88e+17,original,1435,Er,Round_elliptical,1
5.88e+17,original,1436,Sc?t,Tight_spiral,2
5.88e+17,original,1444,Er,Round_elliptical,1
5.88e+17,original,1445,Er,Round_elliptical,1
5.88e+17,original,1467,Sc?t,Tight_spiral,2
5.88e+17,original,1468,Sc?t,Tight_spiral,2
5.88e+17,original,1469,Sc?t,Tight_spiral,2
5.88e+17,original,1470,Sc?t,Tight_spiral,2
5.88e+17,original,1480,Er,Round_elliptical,1
5.88e+17,original,1481,Er,Round_elliptical,1
5.88e+17,original,1483,Er,Round_elliptical,1
5.88e+17,original,1484,Er,Round_elliptical,1
5.88e+17,original,1488,Er,Round_elliptical,1
5.88e+17,original,1489,Sc?t,Tight_spiral,2
5.88e+17,original,1497,Er,Round_elliptical,1
5.88e+17,original,1498,Er,Round_elliptical,1
5.88e+17,original,1526,Er,Round_elliptical,1
5.88e+17,original,1527,Er,Round_elliptical,1
5.88e+17,original,1537,Er,Round_elliptical,1
5.88e+17,original,1538,Er,Round_elliptical,1
5.88e+17,original,1553,Er,Round_elliptical,1
5.88e+17,original,1554,Er,Round_elliptical,1
5.88e+17,original,1555,Er,Round_elliptical,1
5.88e+17,original,1556,Er,Round_elliptical,1
5.88e+17,original,1563,Sc?t,Tight_spiral,2
5.88e+17,original,1587,Er,Round_elliptical,1
5.88e+17,original,1588,Er,Round_elliptical,1
5.88e+17,original,1589,Er,Round_elliptical,1
5.88e+17,original,1590,Er,Round_elliptical,1
5.88e+17,original,1591,Er,Round_elliptical,1
5.88e+17,original,1592,Ec(i),Cigar_elliptical,0
5.88e+17,original,1598,Er,Round_elliptical,1
5.88e+17,original,1599,Er,Round_elliptical,1
5.88e+17,original,1603,Er,Round_elliptical,1
5.88e+17,original,1604,Er,Round_elliptical,1
5.88e+17,original,1605,Er,Round_elliptical,1
5.88e+17,original,1609,Sc?t,Tight_spiral,2
5.88e+17,original,1613,Er,Round_elliptical,1
5.88e+17,original,1614,Er,Round_elliptical,1
5.88e+17,original,1619,Sc?t,Tight_spiral,2
5.88e+17,original,1633,Sc?t,Tight_spiral,2
5.88e+17,original,1650,Er,Round_elliptical,1
5.88e+17,original,1651,Er,Round_elliptical,1
5.88e+17,original,1652,Er,Round_elliptical,1
5.88e+17,original,1653,Er,Round_elliptical,1
5.88e+17,original,1682,Ec,Cigar_elliptical,0
5.88e+17,original,1688,Er,Round_elliptical,1
5.88e+17,original,1702,Ec,Cigar_elliptical,0
5.88e+17,original,1703,Ec,Cigar_elliptical,0
5.88e+17,original,1706,Er,Round_elliptical,1
5.88e+17,original,1713,Er,Round_elliptical,1
5.88e+17,original,1714,Er,Round_elliptical,1
5.88e+17,original,1724,Er,Round_elliptical,1
5.88e+17,original,1733,Er,Round_elliptical,1
5.88e+17,original,1734,Er,Round_elliptical,1
5.88e+17,original,1735,Er,Round_elliptical,1
5.88e+17,original,1740,Er,Round_elliptical,1
5.88e+17,original,1741,Er,Round_elliptical,1
5.88e+17,original,1742,Er,Round_elliptical,1
5.88e+17,original,1743,Er,Round_elliptical,1
5.88e+17,original,1744,Er,Round_elliptical,1
5.88e+17,original,1745,Er,Round_elliptical,1
5.88e+17,original,1746,Er,Round_elliptical,1
5.88e+17,original,1747,Er,Round_elliptical,1
5.88e+17,original,1751,Er,Round_elliptical,1
5.88e+17,original,1752,Er,Round_elliptical,1
5.88e+17,original,1755,Er,Round_elliptical,1
5.88e+17,original,1756,Er,Round_elliptical,1
5.88e+17,original,1757,Er,Round_elliptical,1
5.88e+17,original,1762,Er,Round_elliptical,1
5.88e+17,original,1763,Er,Round_elliptical,1
5.88e+17,original,1767,Ec,Cigar_elliptical,0
5.88e+17,original,1768,Ec,Cigar_elliptical,0
5.88e+17,original,1769,Ec,Cigar_elliptical,0
5.88e+17,original,1770,Ec,Cigar_elliptical,0
5.88e+17,original,1775,Er(o),Round_elliptical,1
5.88e+17,original,1776,Er(o),Round_elliptical,1
5.88e+17,original,1777,Er(o),Round_elliptical,1
5.88e+17,original,1778,Er(o),Round_elliptical,1
5.88e+17,original,1779,Er,Round_elliptical,1
5.88e+17,original,1780,Er,Round_elliptical,1
5.88e+17,original,1781,Er,Round_elliptical,1
5.88e+17,original,1782,Er,Round_elliptical,1
5.88e+17,original,1783,Er,Round_elliptical,1
5.88e+17,original,1784,Er,Round_elliptical,1
5.88e+17,original,1786,Er,Round_elliptical,1
5.88e+17,original,1787,Er,Round_elliptical,1
5.88e+17,original,1788,Sc?t,Tight_spiral,2
5.88e+17,original,1789,Sc?t,Tight_spiral,2
5.88e+17,original,1792,Sc?t,Tight_spiral,2
5.88e+17,original,1796,Er,Round_elliptical,1
5.88e+17,original,1798,Er(m),Round_elliptical,1
5.88e+17,original,1808,Sc?t,Tight_spiral,2
5.88e+17,original,1810,Sc?t,Tight_spiral,2
5.88e+17,original,1814,Er,Round_elliptical,1
5.88e+17,original,1815,Er,Round_elliptical,1
5.88e+17,original,1822,Er,Round_elliptical,1
5.88e+17,original,1823,Er,Round_elliptical,1
5.88e+17,original,1824,Er,Round_elliptical,1
5.88e+17,original,1825,Er,Round_elliptical,1
5.88e+17,original,1826,Er,Round_elliptical,1
5.88e+17,original,1827,Er,Round_elliptical,1
5.88e+17,original,1828,Er,Round_elliptical,1
5.88e+17,original,1844,Er,Round_elliptical,1
5.88e+17,original,1845,Er,Round_elliptical,1
5.88e+17,original,1846,Er,Round_elliptical,1
5.88e+17,original,1847,Er,Round_elliptical,1
5.88e+17,original,1851,Er,Round_elliptical,1
5.88e+17,original,1852,Er,Round_elliptical,1
5.88e+17,original,1853,Er,Round_elliptical,1
5.88e+17,original,1869,Sc?t,Tight_spiral,2
5.88e+17,original,1875,Sc?t,Tight_spiral,2
5.88e+17,original,1876,Sc?t,Tight_spiral,2
5.88e+17,original,1877,Sc?t,Tight_spiral,2
5.88e+17,original,1878,Er,Round_elliptical,1
5.88e+17,original,1904,Er,Round_elliptical,1
5.88e+17,original,1905,Er,Round_elliptical,1
5.88e+17,original,1906,Er,Round_elliptical,1
5.88e+17,original,1907,Er,Round_elliptical,1
5.88e+17,original,1910,Er,Round_elliptical,1
5.88e+17,original,1911,Er,Round_elliptical,1
5.88e+17,original,1913,Er,Round_elliptical,1
5.88e+17,original,1914,Er,Round_elliptical,1
5.88e+17,original,1915,Sc?t,Tight_spiral,2
